id,question,choice1,choice2,choice3,choice4,correct_answer_index,explanation
664,"According to the passage, what did the footage reveal about Sakamoto?",his kindness,his incredible reflexes,his business skills,his cooking ability,2,"読解問題。「incredible reflexes and fighting ability」と記載されています。"
665,"Read this text: 'After retiring from his dangerous career, Sakamoto found peace in simple daily activities. He enjoyed restocking shelves, talking to customers, and closing the store each evening.' What brought Sakamoto peace?",exciting adventures,simple daily activities,traveling abroad,meeting old friends,2,"読解問題。「found peace in simple daily activities」と明記されています。"
666,"Based on the passage, which activity did Sakamoto NOT enjoy?",restocking shelves,talking to customers,closing the store,fighting enemies,4,"読解問題。文中に「fighting enemies」は楽しい活動として記載されていません。"
667,"Read the following: 'The neighborhood children loved visiting Sakamoto's store. He always had a kind word for them and sometimes gave them free candy.' How did the children feel about the store?",They avoided it,They loved visiting it,They were scared of it,They ignored it,2,"読解問題。「loved visiting Sakamoto's store」と明記されています。"
668,"According to the text, what would Sakamoto sometimes give the children?",free toys,free candy,free books,free games,2,"読解問題。「sometimes gave them free candy」と記載されています。"
669,"Read this passage: 'Lu's apartment was decorated with photographs from her hometown in China. She often cooked traditional Chinese dishes and shared them with her Japanese neighbors.' What decorated Lu's apartment?",Japanese art,photographs from China,martial arts equipment,cooking utensils,2,"読解問題。「decorated with photographs from her hometown in China」と明記されています。"
670,"Based on the text, what did Lu share with her neighbors?",photographs,Chinese dishes,martial arts lessons,travel stories,2,"読解問題。「shared them with her Japanese neighbors」の「them」は「traditional Chinese dishes」を指します。"
671,"Read the following: 'The final mission was supposed to be simple: retrieve a document and return safely. However, Sakamoto realized it was a trap designed to eliminate him.' What was Sakamoto supposed to do?",fight enemies,retrieve a document,protect someone,destroy evidence,2,"読解問題。「retrieve a document and return safely」と明記されています。"
672,"According to the passage, what did Sakamoto realize about the mission?",It was easy,It was a trap,It was canceled,It was successful,2,"読解問題。「realized it was a trap」と記載されています。"
673,"Read this text: 'Shin's wife was worried when he started coming home late from work. She didn't know he was secretly helping Sakamoto with store inventory every evening.' Why was Shin's wife worried?",He was spending money,He was coming home late,He was changing jobs,He was acting strange,2,"読解問題。「worried when he started coming home late」と明記されています。"
674,"Based on the passage, what was Shin really doing?",working overtime,helping Sakamoto,attending classes,meeting friends,2,"読解問題。「secretly helping Sakamoto with store inventory」と記載されています。"
675,"Read the following: 'The government decided to offer amnesty to former assassins who provided information about criminal organizations. This gave Sakamoto hope for a truly peaceful future.' What did the government offer?",money,amnesty,jobs,protection,2,"読解問題。「offer amnesty to former assassins」と明記されています。"
676,"According to the text, how did this make Sakamoto feel?",worried,hopeful,angry,confused,2,"読解問題。「gave Sakamoto hope」と記載されています。"
677,"Read this passage: 'The convenience store's monthly sales increased by 30% after Sakamoto took over. Customers appreciated his friendly service and the store's clean, organized appearance.' How much did sales increase?",20%,30%,40%,50%,2,"読解問題。「increased by 30%」と明記されています。"
678,"Based on the text, why did customers appreciate the store?",low prices,friendly service,long hours,large selection,2,"読解問題。「appreciated his friendly service」と記載されています。"
679,"Read the following: 'Aoi decided to take cooking classes to surprise her husband with new dishes. She wanted to show her love and support for his new peaceful lifestyle.' Why did Aoi take cooking classes?",to get a job,to surprise Sakamoto,to meet friends,to lose weight,2,"読解問題。「to surprise her husband with new dishes」と明記されています。"
680,"According to the passage, what did Aoi want to show?",her cooking skills,her love and support,her independence,her creativity,2,"読解問題。「show her love and support」と記載されています。"
681,"Read this text: 'The police investigation revealed that the criminal organization had been disbanded for over a year. This news brought great relief to all former members who wanted to live normal lives.' How long had the organization been disbanded?",six months,over a year,two years,three years,2,"読解問題。「disbanded for over a year」と明記されています。"
682,"Based on the passage, how did former members feel about this news?",worried,relieved,angry,surprised,2,"読解問題。「brought great relief」と記載されています。"
683,"Read the following: 'Lu started teaching martial arts classes at the community center every Saturday morning. Her students ranged from young children to elderly adults, all eager to learn.' When does Lu teach classes?",weekday evenings,Saturday mornings,Sunday afternoons,Friday nights,2,"読解問題。「every Saturday morning」と明記されています。"
684,"According to the text, who are Lu's students?",only children,only adults,people of all ages,only teenagers,3,"読解問題。「ranged from young children to elderly adults」と記載されています。"
685,"Read this passage: 'Nagumo opened a legitimate security consulting business after leaving his former life. He used his expertise to help companies protect their employees and assets.' What kind of business did Nagumo open?",a restaurant,a security consulting business,a martial arts school,a convenience store,2,"読解問題。「security consulting business」と明記されています。"
686,"Based on the text, how does Nagumo use his expertise?",to train assassins,to help companies,to write books,to make movies,2,"読解問題。「help companies protect their employees and assets」と記載されています。"
687,"Read the following: 'The neighborhood festival was a huge success, with Sakamoto's store providing food and drinks for all the participants. The event brought the community closer together.' What did Sakamoto's store provide?",decorations,food and drinks,entertainment,security,2,"読解問題。「providing food and drinks」と明記されています。"
688,"According to the passage, what did the festival achieve?",raised money,brought community together,attracted tourists,created problems,2,"読解問題。「brought the community closer together」と記載されています。"
689,"Read this text: 'Shin decided to write a book about friendship and loyalty, inspired by his relationship with Sakamoto. He believed their story could inspire others to value true friendship.' What inspired Shin to write a book?",his job,his relationship with Sakamoto,his family,his hobbies,2,"読解問題。「inspired by his relationship with Sakamoto」と明記されています。"
690,"Based on the passage, what does Shin hope his book will do?",make money,inspire others,become famous,win awards,2,"読解問題。「inspire others to value true friendship」と記載されています。"
691,"Read the following: 'The store's renovation included new shelving, better lighting, and a comfortable seating area for customers. These improvements made shopping more enjoyable for everyone.' What was NOT mentioned as part of the renovation?",new shelving,better lighting,seating area,security cameras,4,"読解問題。「security cameras」は改装の一部として言及されていません。"
692,"According to the text, what did the improvements do?",increased sales,made shopping enjoyable,attracted thieves,caused problems,2,"読解問題。「made shopping more enjoyable」と記載されています。"
693,"Read this passage: 'Aoi started a small garden behind their house where she grew vegetables and herbs. Sakamoto enjoyed helping her water the plants and harvest the crops.' What did Aoi start?",a business,a small garden,a cooking class,a flower shop,2,"読解問題。「started a small garden」と明記されています。"
694,"Based on the text, how did Sakamoto help with the garden?",planning it,watering and harvesting,buying seeds,selling vegetables,2,"読解問題。「helping her water the plants and harvest the crops」と記載されています。"
695,"Read the following: 'The community center decided to honor Sakamoto with a special award for his contributions to neighborhood safety and his friendly service at the store.' Why was Sakamoto honored?",his cooking skills,his contributions to safety and service,his business success,his athletic ability,2,"読解問題。「contributions to neighborhood safety and his friendly service」と明記されています。"
696,"According to the passage, where was Sakamoto honored?",at his store,at the community center,at his home,at the police station,2,"読解問題。「The community center decided to honor Sakamoto」と記載されています。"
697,"Read this text: 'Lu's martial arts students organized a demonstration to show their families what they had learned. The event was held in the park and attracted many curious onlookers.' Where was the demonstration held?",at the community center,in the park,at the school,at Lu's home,2,"読解問題。「held in the park」と明記されています。"
698,"Based on the passage, who attended the demonstration?",only students,families and onlookers,only teachers,only children,2,"読解問題。「show their families」「attracted many curious onlookers」と記載されています。"
699,"Read the following: 'The local newspaper wrote a feature article about the positive changes in the neighborhood since Sakamoto opened his store. The reporter interviewed several residents who praised his impact on the community.' What did the newspaper write about?",crime rates,positive changes in the neighborhood,store prices,local politics,2,"読解問題。「positive changes in the neighborhood」と明記されています。"
700,"According to the text, what did the residents do in the interviews?",complained about problems,praised Sakamoto's impact,asked for changes,shared personal stories,2,"読解問題。「praised his impact on the community」と記載されています。"
701,"When you travel abroad, it's important to ___ your passport and important documents safe.",keep,kept,keeping,to keep,1,"実用英語。海外旅行時にはパスポートと重要書類を安全に保つことが大切です。"
702,"Excuse me, could you tell me ___ to get to the nearest train station?",what,how,where,when,2,"道案内の実用表現。最寄りの駅への行き方を尋ねる丁寧な表現です。"
703,"Before using any electronic device, you should always ___ the instruction manual carefully.",read,reading,to read,reads,1,"実用英語。電子機器を使用する前には必ず取扱説明書を注意深く読むべきです。"
704,"In case of an emergency, please ___ 119 immediately for help.",call,calling,to call,calls,1,"緊急時の実用表現。緊急時にはすぐに119番に電話して助けを求めてください。"
705,"When shopping online, it's wise to ___ the reviews before making a purchase.",check,checking,to check,checks,1,"実用英語。オンラインショッピングでは購入前にレビューをチェックするのが賢明です。"
706,"To maintain good health, doctors recommend ___ at least 30 minutes of exercise daily.",getting,get,to get,gets,1,"健康管理の実用表現。健康維持のため、医師は毎日少なくとも30分の運動を推奨しています。"
707,"If you want to improve your English, you should ___ practice speaking every day.",try to,try,trying,tries,1,"学習の実用表現。英語を上達させたいなら、毎日話す練習をするべきです。"
708,"When cooking with a microwave, always ___ that the food is heated evenly.",make sure,making sure,to make sure,makes sure,1,"実用英語。電子レンジで調理する際は、食べ物が均等に加熱されていることを確認してください。"
709,"For fire safety, you should never ___ candles unattended in your home.",leave,leaving,to leave,leaves,1,"安全に関する実用表現。火災の安全のため、家でろうそくを放置してはいけません。"
710,"To save money on electricity, try ___ energy-efficient appliances in your home.",using,use,to use,uses,1,"節約の実用表現。電気代を節約するため、省エネ家電の使用を試してみてください。"
711,"When meeting someone for the first time, it's polite to ___ your hand for a handshake.",extend,extending,to extend,extends,1,"社交の実用表現。初対面の人と会うときは、握手のために手を差し出すのが礼儀正しいです。"
712,"If you feel sick, you should ___ plenty of rest and drink lots of water.",get,getting,to get,gets,1,"健康管理の実用表現。体調が悪いときは十分な休息を取り、水分をたくさん摂るべきです。"
713,"Before crossing the street, always ___ both ways to ensure it's safe.",look,looking,to look,looks,1,"交通安全の実用表現。道路を渡る前は、安全を確認するために必ず両方向を見てください。"
714,"To protect your computer from viruses, you should ___ antivirus software regularly.",update,updating,to update,updates,1,"IT安全の実用表現。コンピューターをウイルスから守るため、ウイルス対策ソフトを定期的に更新すべきです。"
715,"When studying for exams, it helps to ___ a quiet place where you can concentrate.",find,finding,to find,finds,1,"学習の実用表現。試験勉強をするときは、集中できる静かな場所を見つけることが役立ちます。"
716,"In a restaurant, if you're not satisfied with your meal, you can politely ___ to speak with the manager.",ask,asking,to ask,asks,1,"顧客サービスの実用表現。レストランで料理に満足できない場合は、丁寧にマネージャーとの面談を求めることができます。"
717,"To reduce plastic waste, many people are now ___ reusable bags when they go shopping.",bringing,bring,to bring,brings,1,"環境保護の実用表現。プラスチック廃棄物を減らすため、多くの人が買い物時に再利用可能なバッグを持参しています。"
718,"When using public transportation, it's important to ___ your ticket or pass ready for inspection.",have,having,to have,has,1,"公共交通機関の実用表現。公共交通機関を利用する際は、検査のためにチケットやパスを準備しておくことが重要です。"
719,"If you're planning to move to a new apartment, you should ___ the lease agreement carefully.",read,reading,to read,reads,1,"住居の実用表現。新しいアパートに引っ越す予定なら、賃貸契約書を注意深く読むべきです。"
720,"To maintain good relationships with neighbors, try ___ considerate about noise levels, especially at night.",being,be,to be,is,1,"近隣関係の実用表現。隣人との良好な関係を維持するため、特に夜間は騒音レベルに配慮するよう心がけてください。"
721,"When applying for a job, it's essential to ___ a well-written resume and cover letter.",prepare,preparing,to prepare,prepares,1,"就職活動の実用表現。就職活動では、よく書かれた履歴書とカバーレターを準備することが不可欠です。"
722,"For better time management, try ___ your daily tasks in order of priority.",organizing,organize,to organize,organizes,1,"時間管理の実用表現。時間管理を向上させるため、日々のタスクを優先順位で整理することを試してみてください。"
723,"When learning a new language, it's helpful to ___ with native speakers as much as possible.",practice,practicing,to practice,practices,1,"語学学習の実用表現。新しい言語を学ぶときは、可能な限りネイティブスピーカーと練習することが役立ちます。"
724,"To save water at home, you can ___ shorter showers and fix any leaky faucets.",take,taking,to take,takes,1,"節水の実用表現。家庭で節水するため、シャワーを短くし、水漏れする蛇口を修理できます。"
725,"When giving a presentation, it's important to ___ eye contact with your audience.",maintain,maintaining,to maintain,maintains,1,"プレゼンテーションの実用表現。プレゼンテーションでは、聴衆とアイコンタクトを保つことが重要です。"
726,"If you want to eat healthier, try ___ more fruits and vegetables in your daily diet.",including,include,to include,includes,1,"健康的な食事の実用表現。より健康的に食べたいなら、日々の食事にもっと多くの果物と野菜を含めることを試してみてください。"
727,"When driving in bad weather, you should ___ extra careful and reduce your speed.",be,being,to be,is,1,"運転の実用表現。悪天候での運転時は、特に注意深く、速度を落とすべきです。"
728,"To improve your credit score, make sure to ___ your bills on time every month.",pay,paying,to pay,pays,1,"金融の実用表現。クレジットスコアを改善するため、毎月必ず請求書を期限内に支払ってください。"
729,"When hosting guests, it's thoughtful to ___ about any food allergies they might have.",ask,asking,to ask,asks,1,"おもてなしの実用表現。ゲストをもてなすときは、食物アレルギーについて尋ねることが思いやりです。"
730,"For home security, experts recommend ___ your doors and windows before going to bed.",checking,check,to check,checks,1,"防犯の実用表現。家庭のセキュリティのため、専門家は就寝前にドアと窓をチェックすることを推奨しています。"
731,"When working from home, it's beneficial to ___ a dedicated workspace to stay productive.",create,creating,to create,creates,1,"在宅勤務の実用表現。在宅勤務では、生産性を保つために専用のワークスペースを作ることが有益です。"
732,"To reduce stress, many people find it helpful to ___ deep breathing exercises or meditation.",practice,practicing,to practice,practices,1,"ストレス管理の実用表現。ストレスを減らすため、多くの人が深呼吸エクササイズや瞑想を実践することが役立つと感じています。"
733,"When buying a used car, it's wise to ___ it inspected by a qualified mechanic first.",have,having,to have,has,1,"中古車購入の実用表現。中古車を購入するときは、まず資格のある整備士に点検してもらうのが賢明です。"
734,"For effective communication, try ___ clear and simple language that everyone can understand.",using,use,to use,uses,1,"コミュニケーションの実用表現。効果的なコミュニケーションのため、誰もが理解できる明確で簡単な言葉を使うことを試してみてください。"
735,"When planning a budget, it's important to ___ track of all your income and expenses.",keep,keeping,to keep,keeps,1,"家計管理の実用表現。予算を計画するときは、すべての収入と支出を記録することが重要です。"
736,"To stay organized, consider ___ a planner or digital calendar to manage your schedule.",using,use,to use,uses,1,"整理整頓の実用表現。整理整頓を保つため、スケジュール管理にプランナーやデジタルカレンダーの使用を検討してください。"
737,"When traveling by plane, arrive at the airport at least two hours early to ___ delays.",avoid,avoiding,to avoid,avoids,1,"空港の実用表現。飛行機で旅行するときは、遅延を避けるため少なくとも2時間前に空港に到着してください。"
738,"For good dental health, dentists recommend ___ your teeth twice a day and flossing regularly.",brushing,brush,to brush,brushes,1,"口腔衛生の実用表現。良好な歯の健康のため、歯科医は1日2回の歯磨きと定期的なフロスを推奨しています。"
739,"When setting goals, make sure they are realistic and ___ within a reasonable time frame.",achievable,achieve,to achieve,achieves,1,"目標設定の実用表現。目標を設定するときは、現実的で合理的な時間枠内で達成可能であることを確認してください。"
740,"To build good habits, start ___ and gradually increase the difficulty over time.",small,smaller,smallest,more small,1,"習慣形成の実用表現。良い習慣を築くため、小さく始めて時間をかけて徐々に難易度を上げてください。"
741,"When using social media, be careful about ___ personal information with strangers.",sharing,share,to share,shares,1,"SNSの実用表現。ソーシャルメディアを使用するときは、見知らぬ人と個人情報を共有することに注意してください。"
742,"For energy conservation, try ___ lights and electronic devices when they're not in use.",turning off,turn off,to turn off,turns off,1,"省エネの実用表現。エネルギー保存のため、使用していないときは照明と電子機器を消すことを試してみてください。"
743,"When exercising, it's important to ___ properly to prevent injuries.",warm up,warming up,to warm up,warms up,1,"運動の実用表現。運動するときは、怪我を防ぐために適切にウォームアップすることが重要です。"
744,"To improve your sleep quality, avoid ___ caffeine or heavy meals close to bedtime.",consuming,consume,to consume,consumes,1,"睡眠の実用表現。睡眠の質を改善するため、就寝時間の近くでカフェインや重い食事を摂ることを避けてください。"
745,"When handling money, it's good practice to ___ your spending and save for the future.",monitor,monitoring,to monitor,monitors,1,"金銭管理の実用表現。お金を扱うときは、支出を監視し、将来のために貯蓄することが良い習慣です。"
746,"For environmental protection, consider ___ public transportation instead of driving alone.",taking,take,to take,takes,1,"環境保護の実用表現。環境保護のため、一人で運転する代わりに公共交通機関の利用を検討してください。"
747,"When learning new skills, don't be afraid to ___ mistakes - they're part of the learning process.",make,making,to make,makes,1,"学習の実用表現。新しいスキルを学ぶときは、間違いを恐れないでください。それは学習プロセスの一部です。"
748,"To maintain work-life balance, try ___ specific times for work and personal activities.",setting,set,to set,sets,1,"ワークライフバランスの実用表現。仕事と生活のバランスを保つため、仕事と個人活動の特定の時間を設定することを試してみてください。"
749,"When cooking at home, always ___ that meat is cooked to the proper temperature for safety.",ensure,ensuring,to ensure,ensures,1,"料理の実用表現。家庭で料理するときは、安全のため肉が適切な温度まで調理されていることを必ず確認してください。"
750,"For better relationships, practice ___ actively to others and showing genuine interest in their thoughts.",listening,listen,to listen,listens,1,"人間関係の実用表現。より良い人間関係のため、他者に積極的に耳を傾け、その考えに真の関心を示すことを実践してください。"
751,"Looking back on his journey, Sakamoto realized he ___ the most important lesson of all: true happiness comes from helping others.",had learned,has learned,was learning,will learn,1,"総復習（過去完了）。坂本は人生を振り返り、最も重要な教訓を学んだことに気づきました：真の幸福は他人を助けることから来る。"
752,"The story of Sakamoto's transformation from assassin to shopkeeper shows that people ___ change their lives completely.",can,could,may,might,1,"総復習（助動詞can）。坂本の殺し屋から店主への変身の物語は、人々が人生を完全に変えることができることを示しています。"
753,"If you ___ asked Sakamoto ten years ago about his future, he never would have imagined running a convenience store.",had,have,were,will,1,"総復習（仮定法過去完了）。10年前に坂本に将来について尋ねていたら、彼はコンビニ経営など想像もしなかったでしょう。"
754,"The friendship between Sakamoto and Shin proves that trust ___ the foundation of all strong relationships.",is,are,was,were,1,"総復習（be動詞）。坂本とシンの友情は、信頼がすべての強固な関係の基盤であることを証明しています。"
755,"Lu often thinks about her homeland while ___ martial arts to her Japanese students.",teaching,teach,to teach,teaches,1,"総復習（分詞構文）。ルーは日本人の生徒に武術を教えながら、しばしば故郷について考えます。"
756,"Aoi has become ___ understanding and supportive since learning about her husband's past.",more,most,much,many,1,"総復習（比較級）。葵は夫の過去を知ってから、より理解があり協力的になりました。"
757,"The convenience store ___ by Sakamoto has become a symbol of hope and new beginnings in the neighborhood.",operated,operating,to operate,operate,1,"総復習（過去分詞）。坂本によって経営されているコンビニは、近所で希望と新たな始まりの象徴となりました。"
758,"Master Nagumo always believed that his students ___ find their own path to redemption.",would,will,should,must,1,"総復習（助動詞would）。南雲師匠はいつも、弟子たちが償いへの道を見つけるだろうと信じていました。"
759,"The community celebration showed how much the residents ___ Sakamoto and his contributions.",appreciated,appreciate,appreciating,to appreciate,1,"総復習（過去形）。地域の祝賀会は、住民が坂本と彼の貢献をどれほど感謝しているかを示しました。"
760,"Despite ___ a dangerous past, Sakamoto has created a peaceful and fulfilling present.",having,have,to have,has,1,"総復習（分詞構文）。危険な過去を持ちながらも、坂本は平和で充実した現在を築きました。"
761,"The lessons learned from Sakamoto's story ___ inspire people to believe in second chances.",can,could,may,might,1,"総復習（助動詞can）。坂本の物語から学んだ教訓は、人々にセカンドチャンスを信じるよう鼓舞することができます。"
762,"When customers visit the store, they often say it's ___ welcoming place they've ever been to.",the most,more,most,much,1,"総復習（最上級）。客が店を訪れるとき、ここは今まで行った中で最も居心地の良い場所だとよく言います。"
763,"Shin's book about friendship ___ readers understand the value of loyalty and forgiveness.",helps,help,helping,to help,1,"総復習（現在形）。友情についてのシンの本は、読者が忠誠心と許しの価値を理解するのに役立ちます。"
764,"By working together, the former enemies have shown that peace ___ possible even in the most unlikely circumstances.",is,are,was,were,1,"総復習（be動詞）。元敵同士が協力することで、最もありそうにない状況でも平和が可能であることを示しました。"
765,"The garden that Aoi and Sakamoto tend together represents the ___ they have built from their shared experiences.",growth,grow,growing,to grow,1,"総復習（名詞）。葵と坂本が一緒に手入れしている庭は、共有体験から築いた成長を表しています。"
766,"Lu's martial arts classes have become so popular that she ___ expand to offer advanced techniques.",decided to,decides to,decide to,deciding to,1,"総復習（決定の表現）。ルーの武術クラスはとても人気になったので、上級技術を提供するために拡大することを決めました。"
767,"The transformation of the neighborhood shows what ___ when people come together for a common good.",can happen,could happen,may happen,might happen,1,"総復習（可能性の表現）。近所の変化は、人々が共通の善のために集まったとき何が起こり得るかを示しています。"
768,"Sakamoto's daily routine of opening the store, greeting customers, and closing up ___ brought him more satisfaction than he ever expected.",has,have,had,having,1,"総復習（現在完了）。店を開け、客を迎え、店を閉める坂本の日課は、期待以上の満足感をもたらしています。"
769,"The government's amnesty program allowed former assassins ___ new lives without fear of prosecution.",to start,starting,start,started,1,"総復習（不定詞）。政府の恩赦プログラムにより、元殺し屋たちは起訴の恐れなく新しい人生を始めることができました。"
770,"Looking at his reflection in the store window, Sakamoto could hardly believe how much he ___.",had changed,has changed,was changing,will change,1,"総復習（過去完了）。店のウィンドウに映る自分の姿を見て、坂本は自分がどれほど変わったか信じられませんでした。"
771,"The annual neighborhood festival has become ___ event that brings everyone together to celebrate community spirit.",an important,important,more important,most important,1,"総復習（冠詞+形容詞）。年次近所祭りは、みんなが集まって地域精神を祝う重要なイベントになりました。"
772,"Children in the neighborhood often ___ help Sakamoto stock shelves and learn about responsibility.",volunteer to,volunteers to,volunteering to,volunteered to,1,"総復習（現在形+不定詞）。近所の子どもたちは、よく坂本の商品陳列を手伝い、責任について学ぶことを申し出ます。"
773,"The security cameras that once watched for danger now simply ___ the daily interactions of a thriving community.",record,recording,to record,records,1,"総復習（現在形）。かつて危険を監視していた防犯カメラは、今では繁栄する地域の日常的な交流を単に記録するだけです。"
774,"Master Nagumo's security consulting business has helped many companies ___ their employees and assets more effectively.",protect,protecting,to protect,protected,1,"総復習（help+動詞原形）。南雲師匠の警備コンサルティング事業は、多くの企業がより効果的に従業員と資産を守るのに役立ちました。"
775,"The cooking classes that Aoi takes ___ not only improved her skills but also connected her with other community members.",have,has,had,having,1,"総復習（現在完了）。葵が受けている料理教室は、技術を向上させただけでなく、他の地域住民ともつながりました。"
776,"Every morning when Sakamoto opens his store, he feels grateful for the chance ___ a meaningful life.",to live,living,live,lived,1,"総復習（不定詞）。毎朝店を開けるとき、坂本は意味ある人生を送る機会に感謝の気持ちを感じます。"
777,"The documentary about former assassins starting new lives ___ viewers that redemption is always possible.",reminds,remind,reminding,to remind,1,"総復習（現在形）。新しい人生を始めた元殺し屋についてのドキュメンタリーは、償いは常に可能だと視聴者に思い起こさせます。"
778,"Shin's wife has learned to trust her husband's judgment about ___ time with Sakamoto at the store.",spending,spend,to spend,spent,1,"総復習（前置詞about+動名詞）。シンの妻は、店で坂本と時間を過ごすことについて夫の判断を信頼することを学びました。"
779,"The photograph of Sakamoto receiving his community service award ___ proudly displayed in the store.",is,are,was,were,1,"総復習（受動態）。地域奉仕賞を受け取る坂本の写真は店内に誇らしく飾られています。"
780,"As the sun sets each evening, Sakamoto reflects on how ___ his life has become compared to his dangerous past.",peaceful,more peaceful,most peaceful,peacefully,1,"総復習（形容詞）。毎夕日が沈むとき、坂本は危険な過去と比べて人生がどれほど平和になったかを振り返ります。"
781,"The final chapter of Sakamoto's story ___ not an ending, but a beautiful new beginning for everyone involved.",represents,represent,representing,to represent,1,"総復習（現在形）。坂本の物語の最終章は終わりではなく、関わる全ての人にとって美しい新たな始まりを表しています。"
782,"Lu's students often tell their friends about ___ much they enjoy learning martial arts in such a supportive environment.",how,what,where,when,1,"総復習（疑問詞how）。ルーの生徒たちは、これほど支援的な環境で武術を学ぶことをどれほど楽しんでいるか、友人たちによく話します。"
783,"The community garden that ___ behind Sakamoto's store has become a meeting place for neighbors of all ages.",was planted,is planted,plants,planting,1,"総復習（受動態過去形）。坂本の店の裏に植えられた共同菜園は、あらゆる年齢の隣人たちの集会場所となりました。"
784,"Visitors to the neighborhood are often surprised by ___ welcoming and safe the area has become.",how,what,where,when,1,"総復習（疑問詞how）。近所を訪れる人々は、この地域がどれほど居心地よく安全になったかにしばしば驚きます。"
785,"The success of Sakamoto's transformation shows that with determination and support, anyone ___ overcome their past and build a better future.",can,could,may,might,1,"総復習（助動詞can）。坂本の変身の成功は、決意と支援があれば、誰でも過去を克服し、より良い未来を築けることを示しています。"
786,"The bell that rings when customers enter the store ___ become a symbol of welcome and new possibilities.",has,have,had,having,1,"総復習（現在完了）。客が店に入るときに鳴るベルは、歓迎と新たな可能性の象徴となりました。"
787,"In interviews, Sakamoto always emphasizes ___ important it is to have people who believe in your potential for change.",how,what,where,when,1,"総復習（疑問詞how）。インタビューで、坂本は変化への可能性を信じてくれる人がいることがどれほど重要かを常に強調します。"
788,"The annual report on community safety shows that crime rates ___ decreased significantly since the neighborhood improvements began.",have,has,had,having,1,"総復習（現在完了）。地域安全に関する年次報告書は、近所の改善が始まって以来、犯罪率が大幅に減少したことを示しています。"
789,"The children's artwork displayed in the store window ___ the creativity and hope that flourish in the community.",celebrates,celebrate,celebrating,to celebrate,1,"総復習（現在形）。店のウィンドウに展示された子どもたちのアート作品は、地域に繁栄する創造性と希望を讃えています。"
790,"As Sakamoto locks up his store each night, he looks forward to ___ it again the next morning and serving his community.",opening,open,to open,opened,1,"総復習（look forward to+動名詞）。毎晩店を閉めるとき、坂本は翌朝また店を開き、地域に奉仕することを楽しみにしています。"
791,"The story of redemption and second chances that began with one man's decision ___ inspire generations to come.",will continue to,continues to,continued to,continuing to,1,"総復習（未来形+不定詞）。一人の男性の決断から始まった償いとセカンドチャンスの物語は、今後の世代にインスピレーションを与え続けるでしょう。"
792,"Master Nagumo often says that the greatest victory is not ___ an enemy, but helping them become an ally.",defeating,defeat,to defeat,defeated,1,"総復習（動名詞否定形）。南雲師匠はよく、最大の勝利は敵を打ち負かすことではなく、味方にすることだと言います。"
793,"The monthly community meetings ___ at Sakamoto's store have strengthened bonds between all residents.",held,holding,to hold,hold,1,"総復習（過去分詞）。坂本の店で開催される月例地域会議は、全住民の絆を強めました。"
794,"Aoi's cooking has improved so much that neighbors often ask her ___ them prepare special dishes for celebrations.",to help,helping,help,helped,1,"総復習（ask+人+to不定詞）。葵の料理はとても上達したので、隣人たちはお祝いの特別料理を作るのを手伝ってもらうよう彼女によく頼みます。"
795,"The transformation of this neighborhood proves that when people work together with shared values, ___ is possible.",anything,something,nothing,everything,1,"総復習（代名詞anything）。この近所の変化は、人々が共有価値観を持って協力するとき、何でも可能であることを証明しています。"
796,"Lu's martial arts demonstration at the summer festival was ___ impressive that it inspired many new students to join her classes.",so,such,very,too,1,"総復習（so...that構文）。夏祭りでのルーの武術実演はとても印象的だったので、多くの新しい生徒がクラスに参加するよう鼓舞されました。"
797,"The newspaper article about Sakamoto's store ___ by thousands of people online, spreading the message of hope worldwide.",was shared,is shared,shares,sharing,1,"総復習（受動態過去形）。坂本の店についての新聞記事は何千人もの人によってオンラインでシェアされ、希望のメッセージを世界中に広めました。"
798,"Every customer who enters Sakamoto's store leaves with more than ___ they came to buy - they leave with a sense of belonging.",what,that,which,who,1,"総復習（関係代名詞what）。坂本の店に入る全ての客は、買いに来たもの以上のものを持って帰ります。帰属意識を持って帰るのです。"
799,"The legacy of Sakamoto's journey from darkness to light will continue ___ people that it's never too late to change.",reminding,remind,to remind,reminded,1,"総復習（continue+to不定詞）。闇から光への坂本の旅の遺産は、変わるのに遅すぎることはないと人々に思い起こさせ続けるでしょう。"
800,"And so, as our story comes to an end, we see that true strength lies not in the power to destroy, but in the courage ___ and begin again.",to forgive,forgiving,forgive,forgiven,1,"総復習（不定詞）。そして、私たちの物語が終わりに近づくとき、真の強さは破壊する力ではなく、許して再び始める勇気にあることがわかります。"
